bidder_id,bid_merchandise,bid_country,bid_url,total_bids,total_auctions,total_merchandises,total_devices,total_countries,total_ips,total_urls,max_bids,max_auctions,max_merchandises,max_devices,max_countries,max_ips,max_urls,bid_freq,auction_freq,device_freq,country_freq,ip_freq,url_freq,url_auction,ip_merchandise,url_merchandise,ip_device,url_device,ip_country,url_country,max_bid_in_merchandise,min_bid_in_merchandise,max_bid_in_device,max_bid_in_country,max_bid_in_url,outcome
8bf07d8631a2808f2c869e27afad2d41swgkd                           ,1027,35.41,3.27,1027,83,1,82,29,189,314,5,5,1,2,2,2,2,22.38,24.89,24.91,25.95,24.07,23.56,3.78,189,314,2.3,3.83,6.52,10.83,1027,1027,212,488,300,1
5920a92dc2b65e257061017a04eb5361tpa9b                           ,567,43.62,2.11,567,19,1,39,13,107,269,2,2,1,2,2,2,2,23,26.39,25.67,26.77,24.67,23.74,14.16,107,269,2.74,6.9,8.23,20.69,567,567,186,389,89,1
5f529b5ee68b60482c5d0c56ee91f3c2cjrmx                           ,996,38.31,3.12,996,80,1,88,26,196,319,5,5,1,3,2,3,3,22.43,24.95,24.85,26.07,24.05,23.57,3.99,196,319,2.23,3.63,7.54,12.27,996,996,180,468,267,1
bf65e77ce8676fbab6fc78b70c50f05a8da8a                           ,652,163,2.01,652,11,1,87,4,147,324,2,2,1,2,1,2,2,22.86,26.94,24.88,27.96,24.35,23.56,29.45,147,324,1.69,3.72,36.75,81,652,652,207,536,85,0
631f923b7bcf91f61a2e9f96520bd8c8vtl14                           ,1044,36,1.51,1044,11,1,97,29,237,693,2,2,1,2,2,2,2,22.39,26.94,24.77,25.97,23.87,22.8,63,237,693,2.44,7.14,8.17,23.9,1044,1044,200,249,351,0
ca0331fc37db2b251a012376f7b987fcma2jw                           ,298,149,9.93,298,40,1,47,2,70,30,2,2,1,2,1,2,1,23.61,25.62,25.46,28.62,25.06,25.91,0.75,70,30,1.49,0.64,35,15,298,298,168,297,262,0
a945c65b19da56d0c7358d8858fe14e8ulfel                           ,7631,73.38,2.82,7631,244,1,598,104,1797,2707,3,3,1,3,3,3,3,20.4,23.85,22.95,24.7,21.85,21.44,11.09,1797,2707,3.01,4.53,17.28,26.03,7631,7631,1006,1866,3353,0
3043fb0b4a1904222f640107f84d6f799tves                           ,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,24.52,24.8,25.9,25.9,25.9,25.9,0.33,1,1,1,1,1,1,4,4,4,4,4,0
120beb4523541f769a2b658cbc41dd57w7im7                           ,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,22.34,23.03,23.72,23.72,23.72,23.72,0.5,1,1,1,1,1,1,4,4,4,4,4,0
05c6b93bf8f083b2d0a03ffc0fc3524ba8fi5                           ,4,4,2,4,1,1,1,1,1,2,1,1,1,1,1,1,1,25.64,27.03,27.03,27.03,27.03,26.34,2,1,2,1,2,1,2,4,4,4,4,3,0
d7eefaad31febe607c252199a7672420kl1el                           ,139,23.17,3.56,139,26,1,21,6,37,39,1,1,1,1,1,1,1,24.39,26.07,26.28,27.53,25.72,25.66,1.5,37,39,1.76,1.86,6.17,6.5,139,139,93,74,49,1
a58ace8b671a7531c88814bc86b2a34cf0crb                           ,85090,1350.63,4.92,85090,601,1,1455,63,23395,17284,10,9,1,8,6,10,7,17.99,22.95,22.06,25.2,19.28,19.59,28.76,23395,17284,16.08,11.88,371.35,274.35,85090,85090,12803,25125,45304,0
c4709885ecca7b90dea4beb5dabd68aegk2pz                           ,7,3.5,3.5,7,2,1,3,2,2,2,1,1,1,1,1,1,1,23.21,24.47,24.06,24.47,24.47,24.47,1,2,2,0.67,0.67,1,1,7,7,5,6,6,0
42c407eb70ddacdcd59d63f22caaafc4fa0p2                           ,145,14.5,4.26,145,28,1,55,10,43,34,1,1,1,1,1,1,1,24.33,25.98,25.3,27.01,25.55,25.78,1.21,43,34,0.78,0.62,4.3,3.4,145,145,11,109,71,1
b6a7b5bba132a90e7c7cb350d2bfa52d7sion                           ,105,35,3.75,105,28,1,29,3,33,28,1,1,1,1,1,1,1,24.67,25.99,25.95,28.22,25.82,25.99,1,33,28,1.14,0.97,11,9.33,105,105,52,103,69,0
b4210edd4ec9bf872c7108fdb3c6aae9cjwz7                           ,25,12.5,2.08,25,6,1,18,2,8,12,1,1,1,1,1,1,1,25.92,27.34,26.25,28.44,27.06,26.65,2,8,12,0.44,0.67,4,6,25,25,3,24,9,0
52d8066e28f168e5bee769559ead307e1go7e                           ,2201,43.16,3.66,2201,179,1,297,51,729,601,4,3,1,3,2,3,3,21.65,24.16,23.65,25.41,22.75,22.94,3.36,729,601,2.45,2.02,14.29,11.78,2201,2201,178,877,223,1
baff2ce04381eb1bc4747d557bf52208vqmby                           ,6,3,6,6,2,1,2,2,2,1,1,1,1,1,1,1,1,26.58,27.68,27.68,27.68,27.68,28.37,0.5,2,1,1,0.5,1,0.5,6,6,4,4,6,0
c89ad997f646e388fe375d7fe33a3727dzrh0                           ,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,19.98,21.07,21.07,21.07,21.07,21.07,1,1,1,1,1,1,1,3,3,3,3,3,0
7ce3afe39ece9d672e9adcf3dcf2aa44a8r22                           ,6,3,1,6,4,1,2,2,2,6,1,1,1,1,1,1,1,22.88,23.29,23.98,23.98,23.98,22.88,1.5,2,6,1,3,1,3,6,6,5,5,1,0
9375e98d0810ce9119ccf45300249636zfpd9                           ,3,3,1,3,3,1,1,1,1,3,1,1,1,1,1,1,1,24.25,24.25,25.35,25.35,25.35,24.25,1,1,3,1,3,1,3,3,3,3,3,1,0
d1200a75b6c05584f4f902e74d3dead76cj15                           ,3,3,1,3,3,1,1,1,1,3,1,1,1,1,1,1,1,20.87,20.87,21.97,21.97,21.97,20.87,1,1,3,1,3,1,3,3,3,3,3,1,0
0870fb7e5701f3ba56762b03e157afdc1yw7u                           ,220,18.33,2.02,220,20,1,54,12,75,109,2,1,1,2,2,1,2,23.84,26.24,25.24,26.75,24.91,24.54,5.45,75,109,1.39,2.02,6.25,9.08,220,220,59,84,46,0
6c8ffec692e88d81e1b18d47818abb04v6llr                           ,37858,305.31,5.73,37858,744,1,1212,124,13198,6607,7,6,1,5,5,7,5,18.8,22.73,22.24,24.52,19.86,20.55,8.88,13198,6607,10.89,5.45,106.44,53.28,37858,37858,8453,5641,21490,0
a22fdc066a738070c6e4860924d06657hengu                           ,1403,127.55,27.51,1403,78,1,202,11,506,51,2,2,1,2,2,2,2,22.09,24.98,24.03,26.94,23.11,25.41,0.65,506,51,2.5,0.25,46,4.64,1403,1403,279,1267,619,0
0eeffc5039b27a4dc2e420eca75b1fa55rv5q                           ,21,21,2.63,21,9,1,14,1,8,8,1,1,1,1,1,1,1,26.15,27,26.56,29.2,27.12,27.12,0.89,8,8,0.57,0.57,8,8,21,21,4,21,7,0
dd055846eb553ab8e953b084f2048d53bdqec                           ,22267,412.35,134.95,22267,335,1,195,54,8572,165,5,4,1,4,4,5,3,19.33,23.53,24.07,25.35,20.29,24.24,0.49,8572,165,43.96,0.85,158.74,3.06,22267,22267,2888,3977,21147,0
d5337c2d4b58426b30c8733313eb5247syn5p                           ,10,3.33,2,10,7,1,4,3,4,5,1,1,1,1,1,1,1,26.98,27.34,27.9,28.19,27.9,27.68,0.71,4,5,1,1.25,1.33,1.67,10,10,7,7,6,0
81c9c749b2c9f97215f3ddaf8b5a5fe1k757u                           ,19,6.33,9.5,19,10,1,8,3,8,2,1,1,1,1,1,1,1,26.28,26.93,27.15,28.13,27.15,28.54,0.2,8,2,1,0.25,2.67,0.67,19,19,8,17,18,0
054b51d059fe981ca8cc4e0d4c49aabb5mck7                           ,646,28.09,2.48,646,162,1,174,23,273,261,2,2,1,2,1,2,2,22.87,24.25,24.18,26.2,23.73,23.77,1.61,273,261,1.57,1.5,11.87,11.35,646,646,54,445,247,0
ba6811273d4f63d9a31937b71b0a22dforovn                           ,75,37.5,1.01,75,17,1,31,2,32,74,1,1,1,1,1,1,1,25,26.48,25.88,28.62,25.85,25.01,4.35,32,74,1.03,2.39,16,37,75,75,17,55,2,0
af9c96944265cf541b3fe734a057821a825l7                           ,1125,19.07,1.36,1125,123,1,208,59,482,825,2,2,1,2,2,2,2,22.32,24.53,24.01,25.27,23.16,22.63,6.71,482,825,2.32,3.97,8.17,13.98,1125,1125,441,443,294,1
e59ca537cb8df3053bdd555bc987b4a7c7m4e                           ,7,3.5,3.5,7,3,1,2,2,3,2,1,1,1,1,1,1,1,27.18,28.02,28.43,28.43,28.02,28.43,0.67,3,2,1.5,1,1.5,1,7,7,6,6,5,0
3714da7069a5205137cacf89ab3a136ffx2u2                           ,1536,34.91,2.97,1536,118,1,252,44,660,518,2,2,1,2,2,2,2,22.01,24.57,23.81,25.56,22.85,23.09,4.39,660,518,2.62,2.06,15,11.77,1536,1536,123,468,168,1
6e848149cabc4434155aacb610fb20de6vq5b                           ,546,12.7,1.38,546,162,1,95,43,236,397,1,1,1,1,1,1,1,23.03,24.25,24.78,25.57,23.87,23.35,2.45,236,397,2.48,4.18,5.49,9.23,546,546,40,74,23,1
f2ea6d89dd9897f0d6edb6f24c446f01ra6yk                           ,111,55.5,11.1,111,39,1,30,2,48,10,1,1,1,1,1,1,1,24.61,25.65,25.91,28.62,25.44,27.01,0.26,48,10,1.6,0.33,24,5,111,111,41,109,100,0
c48fd9c589f273945bad5f0cea5993ba2fet4                           ,170,9.44,15.45,170,64,1,4,18,74,11,1,1,1,1,1,1,1,23.7,24.68,27.45,25.95,24.53,26.44,0.17,74,11,18.5,2.75,4.11,0.61,170,170,102,46,118,0
458c8c4e10e5c1b29e3fbe5ee56d46e8y3fb3                           ,452,18.83,1.34,452,59,1,98,24,199,338,2,1,1,1,1,2,1,23.23,25.27,24.76,26.17,24.05,23.52,5.73,199,338,2.03,3.45,8.29,14.08,452,452,86,164,30,1
f3ad2931359bca59c36ce55ba82f9af8enbi8                           ,18,18,1.8,18,14,1,8,1,8,10,1,1,1,1,1,1,1,26.44,26.69,27.25,29.33,27.25,27.03,0.71,8,10,1,1.25,8,10,18,18,7,18,7,0
dfa45994c8471762d04deb23c6450598byp8y                           ,26,26,3.71,26,4,1,9,1,12,7,1,1,1,1,1,1,1,26.02,27.9,27.08,29.28,26.8,27.34,1.75,12,7,1.33,0.78,12,7,26,26,18,26,20,0
037d9f10da403d8d5f94b6e2957a3702f6x07                           ,5389,141.82,1.86,5389,430,1,569,38,2497,2890,3,3,1,3,3,3,3,20.75,23.28,23,25.71,21.52,21.37,6.72,2497,2890,4.39,5.08,65.71,76.05,5389,5389,394,1515,1067,0
9744d8ea513490911a671959c4a530d81fj5e                           ,127,14.11,2.65,127,57,1,48,9,59,48,1,1,1,1,1,1,1,24.49,25.3,25.47,27.14,25.26,25.47,0.84,59,48,1.23,1,6.56,5.33,127,127,41,72,51,0
673650167f432c009e9dcd062cd4e9fc2szln                           ,17,8.5,4.25,17,10,1,7,2,8,4,1,1,1,1,1,1,1,26.32,26.85,27.21,28.46,27.08,27.77,0.4,8,4,1.14,0.57,4,2,17,17,9,10,13,0
2f9ea407ba48ae05f98fdf634995d936xefau                           ,845,22.24,1.68,845,61,1,255,38,406,502,3,2,1,3,2,3,3,22.6,25.23,23.8,25.7,23.33,23.12,8.23,406,502,1.59,1.97,10.68,13.21,845,845,141,293,289,0
a4e83190edb97fefdc4a6cbfd00f41fbm7c4o                           ,3795,74.41,9.58,3795,306,1,285,51,1857,396,4,4,1,4,3,4,2,21.1,23.62,23.69,25.41,21.82,23.36,1.29,1857,396,6.52,1.39,36.41,7.76,3795,3795,1257,1540,3377,1
6086425310e05e77a53317490e8c1f3cxzf2r                           ,145,20.71,2.01,145,11,1,76,7,71,72,2,2,1,2,1,2,2,24.35,26.93,25,27.38,25.06,25.05,6.55,71,72,0.93,0.95,10.14,10.29,145,145,10,136,59,0
c2e1242ad5ea781923a08987d55365c69fii7                           ,9282,109.2,3.43,9282,736,1,714,85,4585,2710,3,3,1,3,3,3,3,20.21,22.74,22.77,24.9,20.91,21.44,3.68,4585,2710,6.42,3.8,53.94,31.88,9282,9282,1721,1922,4328,1
dcd54d7afa6820e3f00e1c9e83aecc7b4f3lw                           ,95,7.92,1.98,95,35,1,43,12,47,48,1,1,1,1,1,1,1,24.72,25.72,25.52,26.79,25.43,25.41,1.37,47,48,1.09,1.12,3.92,4,95,95,12,76,28,0
3694aa599f836a57b671ee0814b071775i1nf                           ,624,17.33,2.25,624,119,1,176,36,311,277,2,2,1,1,1,2,2,22.9,24.56,24.17,25.76,23.6,23.72,2.33,311,277,1.77,1.57,8.64,7.69,624,624,206,326,343,0
75339aea3f29d7d9a8d67ed3fe1c89c3owsq5                           ,9508,237.7,4.86,9508,204,1,587,40,4752,1957,3,3,1,3,3,3,3,20.18,24.03,22.97,25.65,20.88,21.76,9.59,4752,1957,8.1,3.33,118.8,48.93,9508,9508,3458,4282,6540,0
6ecd9f4b332eb790dc933aea0a1528e2qkp4y                           ,4,4,4,4,3,1,1,1,2,1,1,1,1,1,1,1,1,26.83,27.12,28.21,28.21,27.52,28.21,0.33,2,1,2,1,2,1,4,4,4,4,4,0
36e2e2f32a3872d3e958c0a58ee79bd129xdy                           ,4,2,2,4,3,1,2,2,2,2,1,1,1,1,1,1,1,26.51,26.79,27.2,27.2,27.2,27.2,0.67,2,2,1,1,1,1,4,4,3,3,3,0
23f9a0e1492c4abf375823266ddbe36bzukj3                           ,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,18.47,18.47,19.17,19.17,19.17,19.17,0.5,1,1,1,1,1,1,2,2,2,2,2,0
bb43fc12fbb0fd2b2536e4033ababf59exffy                           ,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,21.65,22.34,22.34,22.34,22.34,22.34,1,1,1,1,1,1,1,2,2,2,2,2,0
1d4eaaacb6127c43c1c007331cac135bpib3m                           ,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,22.85,23.54,23.54,23.54,23.54,23.54,1,1,1,1,1,1,1,2,2,2,2,2,0
eaac863aaf84acb7529462118e7953c3oeky6                           ,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,22.33,22.33,23.03,23.03,23.03,23.03,0.5,1,1,1,1,1,1,2,2,2,2,2,0
dc4efb7e05563288d1f2ac4ca65c6734017ql                           ,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,17.09,17.78,17.09,17.78,17.78,17.78,1,1,1,0.5,0.5,1,1,2,2,1,2,2,0
a2933e33896035761240ef5a62477779jf7ny                           ,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,21.82,21.82,21.82,22.52,22.52,22.52,0.5,1,1,0.5,0.5,1,1,2,2,1,2,2,0
5c5dbe70c2cb05d208c22d204146e1e9f3lvq                           ,26,5.2,1.13,26,12,1,9,5,13,23,1,1,1,1,1,1,1,26.02,26.79,27.08,27.67,26.71,26.14,1.92,13,23,1.44,2.56,2.6,4.6,26,26,16,21,2,0
25558d24bca82beef0f9db4ba1fe2045ynnvq                           ,6,6,1,6,6,1,2,1,3,6,1,1,1,1,1,1,1,27.29,27.29,28.39,29.08,27.98,27.29,1,3,6,1.5,3,3,6,6,6,5,6,1,0
6b85d622dec4fff284d55895eba9969dqlhu9                           ,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,20.98,20.98,21.67,21.67,21.67,20.98,1,1,2,1,2,1,2,2,2,2,2,1,0
cab7ecf98fd0489389a3a8d3961defb3k66og                           ,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,23.8,23.8,24.49,24.49,24.49,23.8,1,1,2,1,2,1,2,2,2,2,2,1,0
0a6ba32afe4756995db2f5cf2461cddbvj445                           ,4,2,1,4,2,1,2,2,2,4,1,1,1,1,1,1,1,27.06,27.75,27.75,27.75,27.75,27.06,2,2,4,1,2,1,2,4,4,3,3,1,0
25a4ee3a528004bcf4f4bf62b9208a7dx96pt                           ,1243,16.57,1.51,1243,164,1,262,75,630,824,3,3,1,3,2,3,2,22.22,24.24,23.77,25.02,22.9,22.63,5.02,630,824,2.4,3.15,8.4,10.99,1243,1243,121,308,339,0
3e85a43950c71b1988a814682abd4392yakvp                           ,429,11.59,2.9,429,122,1,141,37,218,148,2,2,1,2,2,2,2,23.28,24.54,24.39,25.73,23.96,24.34,1.21,218,148,1.55,1.05,5.89,4,429,429,31,204,165,0
2c31770e98fc9fc7e0f1fee6207b5600c0e10                           ,394,35.82,1.89,394,51,1,131,11,202,208,2,2,1,2,2,2,2,21.65,23.69,22.75,25.23,22.32,22.29,4.08,202,208,1.54,1.59,18.36,18.91,394,394,67,168,166,0
8ec8add138ed551bd5a9175eae0cb972ie0pk                           ,33,33,8.25,33,19,1,19,1,17,4,1,1,1,1,1,1,1,25.81,26.36,26.36,29.31,26.47,27.92,0.21,17,4,0.89,0.21,17,4,33,33,4,33,23,0
e56f611f1157381f4b689ab34b574e791qhcn                           ,262,18.71,4.03,262,59,1,94,14,135,65,1,1,1,1,1,1,1,23.77,25.26,24.79,26.7,24.43,25.16,1.1,135,65,1.44,0.69,9.64,4.64,262,262,24,163,187,1
cffb5f3c1f4ca815d0f643fcb2f2f316beod4                           ,25429,577.93,3.34,25429,1056,1,816,44,13326,7604,5,5,1,5,5,5,5,19.2,22.38,22.64,25.56,19.85,20.41,7.2,13326,7604,16.33,9.32,302.86,172.82,25429,25429,3934,8049,9486,0
953879d32e39e014cf8ce73daa2547cb2ke8t                           ,3658,35.51,2.61,3658,166,1,528,103,1968,1402,3,3,1,3,3,3,3,21.14,24.23,23.07,24.71,21.76,22.1,8.45,1968,1402,3.73,2.66,19.11,13.61,3658,3658,190,840,1649,0
1af4685cda2979a608c4b6ad83473774qgicn                           ,5592,65.02,3.72,5592,516,1,415,86,3014,1502,3,3,1,3,3,3,3,20.71,23.1,23.31,24.89,21.33,22.03,2.91,3014,1502,7.26,3.62,35.05,17.47,5592,5592,391,3827,1016,1
55abcd1b00c6b5b54633fc7e98f0110bwoy3v                           ,769,11.65,1.87,769,58,1,199,66,423,411,2,2,1,2,2,2,2,22.7,25.28,24.05,25.15,23.29,23.32,7.09,423,411,2.13,2.07,6.41,6.23,769,769,179,179,256,0
9adae18220565488f77036be41cf71beiepqk                           ,1599,51.58,2.55,1599,134,1,245,31,880,628,5,5,1,4,3,5,4,21.96,24.44,23.84,25.9,22.56,22.9,4.69,880,628,3.59,2.56,28.39,20.26,1599,1599,353,1119,599,0
460e932b11a1529d78246317757899ccfaxng                           ,58,29,14.5,58,22,1,13,2,32,4,1,1,1,1,1,1,1,25.27,26.24,26.76,28.63,25.86,27.94,0.18,32,4,2.46,0.31,16,2,58,58,33,57,54,0
6362c8d61774cfcb6ada7cea1be63678hxkfz                           ,355,19.72,3.74,355,75,1,123,18,196,95,1,1,1,1,1,1,1,23.46,25.01,24.52,26.44,24.05,24.78,1.27,196,95,1.59,0.77,10.89,5.28,355,355,68,210,226,1
c910efe1f135b08acc32b2db162362033olvv                           ,9,3,9,9,7,1,5,3,5,1,1,1,1,1,1,1,1,26.77,27.02,27.36,27.87,27.36,28.97,0.14,5,1,1,0.2,1.67,0.33,9,9,5,7,9,0
1e342381f2c64318a51a9b71d91897f8dv9ul                           ,179,25.57,2.36,179,32,1,82,7,101,76,1,1,1,1,1,1,1,24.14,25.86,24.92,27.38,24.71,25,2.38,101,76,1.23,0.93,14.43,10.86,179,179,10,167,32,0
bd7d5414174da6df4b018c21495e8a2cxiose                           ,242,24.2,1.82,242,11,1,89,10,137,133,1,1,1,1,1,1,1,23.85,26.94,24.85,27.04,24.42,24.45,12.09,137,133,1.54,1.49,13.7,13.3,242,242,21,201,60,0
668d393e858e8126275433046bbd35c6tywop                           ,8017,58.52,3.78,8017,394,1,707,137,4548,2120,4,4,1,4,3,4,4,20.35,23.37,22.78,24.42,20.92,21.68,5.38,4548,2120,6.43,3,33.2,15.47,8017,8017,1569,2838,4077,0
c6fcf1f7b824c864d492c4cd676cd702owsuv                           ,21,21,1.75,21,14,1,16,1,12,12,1,1,1,1,1,1,1,26.26,26.67,26.53,29.31,26.82,26.82,0.86,12,12,0.75,0.75,12,12,21,21,5,21,4,0
055282b75717345ba6f53d40e9e6d6c56qrzp                           ,6165,51.81,2.21,6165,256,1,592,119,3542,2795,4,3,1,4,3,4,4,20.62,23.8,22.96,24.56,21.17,21.41,10.92,3542,2795,5.98,4.72,29.76,23.49,6165,6165,566,1106,2738,0
b1863365ae232a316eb946ba56a29415m0gdz                           ,2104,100.19,6.51,2104,75,1,150,21,1215,323,3,3,1,3,2,3,3,21.62,24.96,24.26,26.23,22.17,23.5,4.31,1215,323,8.1,2.15,57.86,15.38,2104,2104,1270,2029,1773,1
86e888c2dafacf13580a1211abf50961w6foa                           ,2193,104.43,6.11,2193,168,1,213,21,1273,359,2,2,1,2,2,2,2,21.65,24.22,23.98,26.3,22.19,23.46,2.14,1273,359,5.98,1.69,60.62,17.1,2193,2193,170,2077,761,1
3d48fb12020c1a81a65fdba2d75caf0d6q2nc                           ,41,20.5,4.56,41,18,1,21,2,24,9,1,1,1,1,1,1,1,25.6,26.43,26.27,28.62,26.14,27.12,0.5,24,9,1.14,0.43,12,4.5,41,41,5,40,15,0
518e9fb1055de6532ed2df6d03fb78feus5s0                           ,17,8.5,17,17,8,1,4,2,10,1,1,1,1,1,1,1,1,26.01,26.76,27.45,28.15,26.54,28.84,0.13,10,1,2.5,0.25,5,0.5,17,17,8,16,17,0
e12177ff9c1a8413996f7b1a590980c82ofeo                           ,3243,49.89,1.67,3243,407,1,322,65,1911,1939,2,2,1,2,2,2,2,21.26,23.33,23.57,25.17,21.79,21.77,4.76,1911,1939,5.93,6.02,29.4,29.83,3243,3243,155,2096,804,1
7f86c3c417ae1db5bea10bf9d0a7827ct3ni4                           ,790,30.38,3.28,790,77,1,185,26,472,241,2,1,1,2,1,2,2,22.67,25,24.12,26.08,23.18,23.86,3.13,472,241,2.55,1.3,18.15,9.27,790,790,123,561,383,0
f6485cac867e1e7d2d991838551b4c4bfnarv                           ,40,40,3.08,40,25,1,23,1,24,13,1,1,1,1,1,1,1,25.62,26.09,26.18,29.31,26.13,26.75,0.52,24,13,1.04,0.57,24,13,40,40,6,40,8,0
300bb4c9816a7064b106c9c6cec2f51ei13n5                           ,5,5,1.67,5,4,1,1,1,3,3,1,1,1,1,1,1,1,27.48,27.7,29.09,29.09,27.99,27.99,0.75,3,3,3,3,3,3,5,5,5,5,2,0
b46132a554a2a3b93efc5a9352036e6crl6sk                           ,152,76,8.94,152,30,1,43,2,92,17,1,1,1,1,1,1,1,24.32,25.94,25.58,28.65,24.82,26.51,0.57,92,17,2.14,0.4,46,8.5,152,152,29,151,86,1
ae6758a627a111f6d6b530b0154c429566o4k                           ,132,7.33,3.47,132,46,1,58,18,80,38,1,1,1,1,1,1,1,24.41,25.47,25.24,26.41,24.91,25.66,0.83,80,38,1.38,0.66,4.44,2.11,132,132,9,47,30,1
cf9a1c3af63d1bc3f55728b4a06a5f46njrac                           ,72,24,1.85,72,31,1,31,3,44,39,1,1,1,1,1,1,1,25.05,25.9,25.9,28.23,25.55,25.67,1.26,44,39,1.42,1.26,14.67,13,72,72,9,69,18,0
7d063aa96e7a065ed5ff9deb7c851bddhrxdj                           ,13,4.33,2.6,13,7,1,5,3,8,5,1,1,1,1,1,1,1,26.57,27.19,27.53,28.04,27.06,27.53,0.71,8,5,1.6,1,2.67,1.67,13,13,7,7,5,0
e735a2301a18772a8276aa1f17ef79efu4yew                           ,13,2.17,1.44,13,13,1,8,6,8,9,1,1,1,1,1,1,1,26.69,26.69,27.17,27.46,27.17,27.05,0.69,8,9,1,1.13,1.33,1.5,13,13,3,6,3,0
68600b8922561fe26b8b6acf1d11efdfb24k7                           ,86,17.2,3.91,86,6,1,48,5,53,22,1,1,1,1,1,1,1,24.77,27.44,25.36,27.62,25.26,26.14,3.67,53,22,1.1,0.46,10.6,4.4,86,86,10,82,65,0
