a22fdc066a738070c6e4860924d06657hengu                           ,1403.00,127.55,27.51,1403,78,1,202,11,506,51,2,2,1,2,2,2,2,0.0000253914882267798,0.0000014116436790369,0.0000036557951687880,0.0000001990779547360,0.0000091575859178550,0.0000009229977901395,0.65,506.00,51.00,2.50,0.25,46.00,4.64,1403,1403,279,1267,619,0
0eeffc5039b27a4dc2e420eca75b1fa55rv5q                           ,21.00,21.00,2.63,21,9,1,14,1,8,8,1,1,1,1,1,1,1,0.0000004386784673747,0.0000001880050574463,0.0000002924523115831,0.0000000208894508274,0.0000001671156066189,0.0000001671156066189,0.89,8.00,8.00,0.57,0.57,8.00,8.00,21,21,4,21,7,0
dd055846eb553ab8e953b084f2048d53bdqec                           ,22267.00,412.35,134.95,22267,335,1,195,54,8572,165,5,4,1,4,4,5,3,0.0004017215021603387,0.0000060437734415823,0.0000035180173764434,0.0000009742201965536,0.0001546484356455034,0.0000029767839339137,0.49,8572.00,165.00,43.96,0.85,158.74,3.06,22267,22267,2888,3977,21147,0
d5337c2d4b58426b30c8733313eb5247syn5p                           ,10.00,3.33,2.00,10,7,1,4,3,4,5,1,1,1,1,1,1,1,0.0000001910066048074,0.0000001337046233652,0.0000000764026419230,0.0000000573019814422,0.0000000764026419230,0.0000000955033024037,0.71,4.00,5.00,1.00,1.25,1.33,1.67,10,10,7,7,6,0
81c9c749b2c9f97215f3ddaf8b5a5fe1k757u                           ,19.00,6.33,9.50,19,10,1,8,3,8,2,1,1,1,1,1,1,1,0.0000003846604652147,0.0000002024528764288,0.0000001619623011430,0.0000000607358629286,0.0000001619623011430,0.0000000404905752858,0.20,8.00,2.00,1.00,0.25,2.67,0.67,19,19,8,17,18,0
054b51d059fe981ca8cc4e0d4c49aabb5mck7                           ,646.00,28.09,2.48,646,162,1,174,23,273,261,2,2,1,2,1,2,2,0.0000117430946891010,0.0000029448627548520,0.0000031630007366929,0.0000004180977985284,0.0000049626390868802,0.0000047445011050393,1.61,273.00,261.00,1.57,1.50,11.87,11.35,646,646,54,445,247,0
ba6811273d4f63d9a31937b71b0a22dforovn                           ,75.00,37.50,1.01,75,17,1,31,2,32,74,1,1,1,1,1,1,1,0.0000013923221980143,0.0000003155930315499,0.0000005754931751792,0.0000000371285919470,0.0000005940574711528,0.0000013737579020408,4.35,32.00,74.00,1.03,2.39,16.00,37.00,75,75,17,55,2,0
af9c96944265cf541b3fe734a057821a825l7                           ,1125.00,19.07,1.36,1125,123,1,208,59,482,825,2,2,1,2,2,2,2,0.0000203091745211407,0.0000022204697476447,0.0000037549407114642,0.0000010651033748865,0.0000087013529948354,0.0000148933946488365,6.71,482.00,825.00,2.32,3.97,8.17,13.98,1125,1125,441,443,294,1
e59ca537cb8df3053bdd555bc987b4a7c7m4e                           ,7.00,3.50,3.50,7,3,1,2,2,3,2,1,1,1,1,1,1,1,0.0000001577118734511,0.0000000675908029076,0.0000000450605352717,0.0000000450605352717,0.0000000675908029076,0.0000000450605352717,0.67,3.00,2.00,1.50,1.00,1.50,1.00,7,7,6,6,5,0
3714da7069a5205137cacf89ab3a136ffx2u2                           ,1536.00,34.91,2.97,1536,118,1,252,44,660,518,2,2,1,2,2,2,2,0.0000277459285245767,0.0000021315231548828,0.0000045520663985634,0.0000007948052441936,0.0000119220786629041,0.0000093570253748247,4.39,660.00,518.00,2.62,2.06,15.00,11.77,1536,1536,123,468,168,1
6e848149cabc4434155aacb610fb20de6vq5b                           ,546.00,12.70,1.38,546,162,1,95,43,236,397,1,1,1,1,1,1,1,0.0000099345929536615,0.0000029476264807567,0.0000017285463930363,0.0000007823946831638,0.0000042940731448061,0.0000072235044003729,2.45,236.00,397.00,2.48,4.18,5.49,9.23,546,546,40,74,23,1
f2ea6d89dd9897f0d6edb6f24c446f01ra6yk                           ,111.00,55.50,11.10,111,39,1,30,2,48,10,1,1,1,1,1,1,1,0.0000020608583489673,0.0000007240853658534,0.0000005569887429641,0.0000000371325828643,0.0000008911819887426,0.0000001856629143214,0.26,48.00,10.00,1.60,0.33,24.00,5.00,111,111,41,109,100,0
c48fd9c589f273945bad5f0cea5993ba2fet4                           ,170.00,9.44,15.45,170,64,1,4,18,74,11,1,1,1,1,1,1,1,0.0000050914249684758,0.0000019167717528379,0.0000001197982345524,0.0000005390920554857,0.0000022162673392189,0.0000003294451450190,0.17,74.00,11.00,18.50,2.75,4.11,0.61,170,170,102,46,118,0
458c8c4e10e5c1b29e3fbe5ee56d46e8y3fb3                           ,452.00,18.83,1.34,452,59,1,98,24,199,338,2,1,1,1,1,2,1,0.0000081545838674484,0.0000010644257703085,0.0000017680292455972,0.0000004329867540238,0.0000035901818354474,0.0000060978967858353,5.73,199.00,338.00,2.03,3.45,8.29,14.08,452,452,86,164,30,1
f3ad2931359bca59c36ce55ba82f9af8enbi8                           ,18.00,18.00,1.80,18,14,1,8,1,8,10,1,1,1,1,1,1,1,0.0000003290391479618,0.0000002559193373036,0.0000001462396213164,0.0000000182799526645,0.0000001462396213164,0.0000001827995266455,0.71,8.00,10.00,1.00,1.25,8.00,10.00,18,18,7,18,7,0
dfa45994c8471762d04deb23c6450598byp8y                           ,26.00,26.00,3.71,26,4,1,9,1,12,7,1,1,1,1,1,1,1,0.0000004990453484732,0.0000000767762074574,0.0000001727464667792,0.0000000191940518644,0.0000002303286223722,0.0000001343583630505,1.75,12.00,7.00,1.33,0.78,12.00,7.00,26,26,18,26,20,0
037d9f10da403d8d5f94b6e2957a3702f6x07                           ,5389.00,141.82,1.86,5389,430,1,569,38,2497,2890,3,3,1,3,3,3,3,0.0000972300300072077,0.0000077581950089255,0.0000102660766513456,0.0000006856079310213,0.0000450516579936904,0.0000521422873855688,6.72,2497.00,2890.00,4.39,5.08,65.71,76.05,5389,5389,394,1515,1067,0
9744d8ea513490911a671959c4a530d81fj5e                           ,127.00,14.11,2.65,127,57,1,48,9,59,48,1,1,1,1,1,1,1,0.0000023027226140172,0.0000010335054251888,0.0000008703203580538,0.0000001631850671351,0.0000010697687734411,0.0000008703203580538,0.84,59.00,48.00,1.23,1.00,6.56,5.33,127,127,41,72,51,0
673650167f432c009e9dcd062cd4e9fc2szln                           ,17.00,8.50,4.25,17,10,1,7,2,8,4,1,1,1,1,1,1,1,0.0000003698275664663,0.0000002175456273331,0.0000001522819391332,0.0000000435091254666,0.0000001740365018665,0.0000000870182509333,0.40,8.00,4.00,1.14,0.57,4.00,2.00,17,17,9,10,13,0
2f9ea407ba48ae05f98fdf634995d936xefau                           ,845.00,22.24,1.68,845,61,1,255,38,406,502,3,2,1,3,2,3,3,0.0000153005308250358,0.0000011045353613339,0.0000046173199531173,0.0000006880712086998,0.0000073514976508456,0.0000090897828096663,8.23,406.00,502.00,1.59,1.97,10.68,13.21,845,845,141,293,289,0
a4e83190edb97fefdc4a6cbfd00f41fbm7c4o                           ,3795.00,74.41,9.58,3795,306,1,285,51,1857,396,4,4,1,4,3,4,2,0.0000684861897343675,0.0000055222066030873,0.0000051432316401304,0.0000009203677671812,0.0000335122145814810,0.0000071463850157601,1.29,1857.00,396.00,6.52,1.39,36.41,7.76,3795,3795,1257,1540,3377,1
6086425310e05e77a53317490e8c1f3cxzf2r                           ,145.00,20.71,2.01,145,11,1,76,7,71,72,2,2,1,2,1,2,2,0.0000026616557334263,0.0000002019187108117,0.0000013950747292442,0.0000001284937250620,0.0000013032934970570,0.0000013216497434945,6.55,71.00,72.00,0.93,0.95,10.14,10.29,145,145,10,136,59,0
c2e1242ad5ea781923a08987d55365c69fii7                           ,9282.00,109.20,3.43,9282,736,1,714,85,4585,2710,3,3,1,3,3,3,3,0.0001674910251297643,0.0000132809086937628,0.0000128839250099819,0.0000015338005964264,0.0000827350086425306,0.0000489011719566539,3.68,4585.00,2710.00,6.42,3.80,53.94,31.88,9282,9282,1721,1922,4328,1
dcd54d7afa6820e3f00e1c9e83aecc7b4f3lw                           ,95.00,7.92,1.98,95,35,1,43,12,47,48,1,1,1,1,1,1,1,0.0000018311488049345,0.0000006746337702390,0.0000008288357748651,0.0000002313030069391,0.0000009059367771781,0.0000009252120277564,1.37,47.00,48.00,1.09,1.12,3.92,4.00,95,95,12,76,28,0
3694aa599f836a57b671ee0814b071775i1nf                           ,624.00,17.33,2.25,624,119,1,176,36,311,277,2,2,1,1,1,2,2,0.0000113030545704304,0.0000021555504709635,0.0000031880410326855,0.0000006520993021402,0.0000056334134157113,0.0000050175418525789,2.33,311.00,277.00,1.77,1.57,8.64,7.69,624,624,206,326,343,0
75339aea3f29d7d9a8d67ed3fe1c89c3owsq5                           ,9508.00,237.70,4.86,9508,204,1,587,40,4752,1957,3,3,1,3,3,3,3,0.0001715577249977655,0.0000036808767248153,0.0000105915423405225,0.0000007217405342775,0.0000857427754721689,0.0000353111556395275,9.59,4752.00,1957.00,8.10,3.33,118.80,48.93,9508,9508,3458,4282,6540,0
6ecd9f4b332eb790dc933aea0a1528e2qkp4y                           ,4.00,4.00,4.00,4,3,1,1,1,2,1,1,1,1,1,1,1,1,0.0000002232470698816,0.0000001674353024112,0.0000000558117674704,0.0000000558117674704,0.0000001116235349408,0.0000000558117674704,0.33,2.00,1.00,2.00,1.00,2.00,1.00,4,4,4,4,4,0
36e2e2f32a3872d3e958c0a58ee79bd129xdy                           ,4.00,2.00,2.00,4,3,1,2,2,2,2,1,1,1,1,1,1,1,0.0000003076798510203,0.0000002307598882652,0.0000001538399255101,0.0000001538399255101,0.0000001538399255101,0.0000001538399255101,0.67,2.00,2.00,1.00,1.00,1.00,1.00,4,4,3,3,3,0
23f9a0e1492c4abf375823266ddbe36bzukj3                           ,2.00,2.00,2.00,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0.0009499999810000004,0.0009499999810000004,0.0004749999905000002,0.0004749999905000002,0.0004749999905000002,0.0004749999905000002,0.50,1.00,1.00,1.00,1.00,1.00,1.00,2,2,2,2,2,0
bb43fc12fbb0fd2b2536e4033ababf59exffy                           ,2.00,2.00,2.00,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0000395833333250868,0.0000197916666625434,0.0000197916666625434,0.0000197916666625434,0.0000197916666625434,0.0000197916666625434,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2,2,2,2,2,0
1d4eaaacb6127c43c1c007331cac135bpib3m                           ,2.00,2.00,2.00,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0000119122257083165,0.0000059561128541583,0.0000059561128541583,0.0000059561128541583,0.0000059561128541583,0.0000059561128541583,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2,2,2,2,2,0
eaac863aaf84acb7529462118e7953c3oeky6                           ,2.00,2.00,2.00,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0.0000200000000000000,0.0000200000000000000,0.0000100000000000000,0.0000100000000000000,0.0000100000000000000,0.0000100000000000000,0.50,1.00,1.00,1.00,1.00,1.00,1.00,2,2,2,2,2,0
dc4efb7e05563288d1f2ac4ca65c6734017ql                           ,2.00,2.00,2.00,2,1,1,2,1,1,1,1,1,1,1,1,1,1,0.0037999999240000015,0.0018999999620000008,0.0037999999240000015,0.0018999999620000008,0.0018999999620000008,0.0018999999620000008,1.00,1.00,1.00,0.50,0.50,1.00,1.00,2,2,1,2,2,0
a2933e33896035761240ef5a62477779jf7ny                           ,2.00,2.00,2.00,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0.0000333333333333333,0.0000333333333333333,0.0000333333333333333,0.0000166666666666667,0.0000166666666666667,0.0000166666666666667,0.50,1.00,1.00,0.50,0.50,1.00,1.00,2,2,1,2,2,0
5c5dbe70c2cb05d208c22d204146e1e9f3lvq                           ,26.00,5.20,1.13,26,12,1,9,5,13,23,1,1,1,1,1,1,1,0.0000005012175324668,0.0000002313311688308,0.0000001734983766231,0.0000000963879870129,0.0000002506087662334,0.0000004433847402591,1.92,13.00,23.00,1.44,2.56,2.60,4.60,26,26,16,21,2,0
25558d24bca82beef0f9db4ba1fe2045ynnvq                           ,6.00,6.00,1.00,6,6,1,2,1,3,6,1,1,1,1,1,1,1,0.0000001407598562767,0.0000001407598562767,0.0000000469199520922,0.0000000234599760461,0.0000000703799281384,0.0000001407598562767,1.00,3.00,6.00,1.50,3.00,3.00,6.00,6,6,5,6,1,0
6b85d622dec4fff284d55895eba9969dqlhu9                           ,2.00,2.00,1.00,2,2,1,1,1,1,2,1,1,1,1,1,1,1,0.0000775510203606830,0.0000775510203606830,0.0000387755101803415,0.0000387755101803415,0.0000387755101803415,0.0000775510203606830,1.00,1.00,2.00,1.00,2.00,1.00,2.00,2,2,2,2,1,0
cab7ecf98fd0489389a3a8d3961defb3k66og                           ,2.00,2.00,1.00,2,2,1,1,1,1,2,1,1,1,1,1,1,1,0.0000046116504846534,0.0000046116504846534,0.0000023058252423267,0.0000023058252423267,0.0000023058252423267,0.0000046116504846534,1.00,1.00,2.00,1.00,2.00,1.00,2.00,2,2,2,2,1,0
0a6ba32afe4756995db2f5cf2461cddbvj445                           ,4.00,2.00,1.00,4,2,1,2,2,2,4,1,1,1,1,1,1,1,0.0000001778734757877,0.0000000889367378938,0.0000000889367378938,0.0000000889367378938,0.0000000889367378938,0.0000001778734757877,2.00,2.00,4.00,1.00,2.00,1.00,2.00,4,4,3,3,1,0
25a4ee3a528004bcf4f4bf62b9208a7dx96pt                           ,1243.00,16.57,1.51,1243,164,1,262,75,630,824,3,3,1,3,2,3,2,0.0000224509002414971,0.0000029621461300125,0.0000047322090613614,0.0000013546399984813,0.0000113789759872431,0.0000148829781166481,5.02,630.00,824.00,2.40,3.15,8.40,10.99,1243,1243,121,308,339,0
3e85a43950c71b1988a814682abd4392yakvp                           ,429.00,11.59,2.90,429,122,1,141,37,218,148,2,2,1,2,2,2,2,0.0000077553234001344,0.0000022054765846536,0.0000025489524461980,0.0000006688740461654,0.0000039409335692991,0.0000026754961846618,1.21,218.00,148.00,1.55,1.05,5.89,4.00,429,429,31,204,165,0
2c31770e98fc9fc7e0f1fee6207b5600c0e10                           ,394.00,35.82,1.89,394,51,1,131,11,202,208,2,2,1,2,2,2,2,0.0000396672318777042,0.0000051345909283323,0.0000131888512080692,0.0000011074607884638,0.0000203370072063356,0.0000209410767273159,4.08,202.00,208.00,1.54,1.59,18.36,18.91,394,394,67,168,166,0
8ec8add138ed551bd5a9175eae0cb972ie0pk                           ,33.00,33.00,8.25,33,19,1,19,1,17,4,1,1,1,1,1,1,1,0.0000006174784818109,0.0000003555179137699,0.0000003555179137699,0.0000000187114691458,0.0000003180949754783,0.0000000748458765831,0.21,17.00,4.00,0.89,0.21,17.00,4.00,33,33,4,33,23,0
e56f611f1157381f4b689ab34b574e791qhcn                           ,262.00,18.71,4.03,262,59,1,94,14,135,65,1,1,1,1,1,1,1,0.0000047569902337372,0.0000010712306251546,0.0000017067064197378,0.0000002541903178333,0.0000024511209219638,0.0000011801693327974,1.10,135.00,65.00,1.44,0.69,9.64,4.64,262,262,24,163,187,1
