5920a92dc2b65e257061017a04eb5361tpa9b                           ,29.84,567.00,14.54,43.62,5.30,2.11,567,19,1,39,13,107,269,2,2,1,2,2,2,2,0.0000102864508736712,0.0000003446958846556,0.0000000181418886661,0.0000007075336579774,0.0000002358445526591,0.0000019411820872713,0.0000048801680511774,5.63,14.16,107.00,269.00,2.74,6.90,8.23,20.69,64,1,567,567,186,1,389,1,44,1,89,1,1
5f529b5ee68b60482c5d0c56ee91f3c2cjrmx                           ,12.45,996.00,11.32,38.31,5.08,3.12,996,80,1,88,26,196,319,5,5,1,3,2,3,3,0.0000181861864170476,0.0000014607378648231,0.0000000182592233103,0.0000016068116513054,0.0000004747398060675,0.0000035788077688166,0.0000058246922359821,2.45,3.99,196.00,319.00,2.23,3.63,7.54,12.27,62,1,996,996,180,1,468,1,75,1,267,1,1
bf65e77ce8676fbab6fc78b70c50f05a8da8a                           ,59.27,652.00,7.49,163.00,4.44,2.01,652,11,1,87,4,147,324,2,2,1,2,1,2,2,0.0000117766729092849,0.0000001986861993898,0.0000000180623817627,0.0000015714272133555,0.0000000722495270508,0.0000026551701191179,0.0000058522116911170,13.36,29.45,147.00,324.00,1.69,3.72,36.75,81.00,400,1,652,652,207,1,536,1,42,1,85,1,0
631f923b7bcf91f61a2e9f96520bd8c8vtl14                           ,94.91,1044.00,10.76,36.00,4.41,1.51,1044,11,1,97,29,237,693,2,2,1,2,2,2,2,0.0000188813585135709,0.0000001989415169054,0.0000000180855924459,0.0000017543024672571,0.0000005244821809325,0.0000042862854096899,0.0000125333155650427,21.55,63.00,237.00,693.00,2.44,7.14,8.17,23.90,135,76,1044,1044,200,1,249,1,117,1,351,1,0
ca0331fc37db2b251a012376f7b987fcma2jw                           ,7.45,298.00,6.34,149.00,4.26,9.93,298,40,1,47,2,70,30,2,2,1,2,1,2,1,0.0000055498377784960,0.0000007449446682545,0.0000000186236167064,0.0000008753099851990,0.0000000372472334127,0.0000013036531694454,0.0000005587085011909,1.75,0.75,70.00,30.00,1.49,0.64,35.00,15.00,54,1,298,298,168,1,297,1,20,1,262,1,0
a945c65b19da56d0c7358d8858fe14e8ulfel                           ,31.27,7631.00,12.76,73.38,4.25,2.82,7631,244,1,598,104,1797,2707,3,3,1,3,3,3,3,0.0001378301043785636,0.0000044070954617179,0.0000000180618666464,0.0000108009962545382,0.0000018784341312240,0.0000324571743635538,0.0000488934730117641,7.36,11.09,1797.00,2707.00,3.01,4.53,17.28,26.03,1100,1,7631,7631,1006,1,1866,1,178,1,3353,1,0
3043fb0b4a1904222f640107f84d6f799tves                           ,1.33,4.00,4.00,4.00,4.00,4.00,4,3,1,1,1,1,1,1,1,1,1,1,1,1,0.0000022525192649474,0.0000016893894487105,0.0000005631298162368,0.0000005631298162368,0.0000005631298162368,0.0000005631298162368,0.0000005631298162368,0.33,0.33,1.00,1.00,1.00,1.00,1.00,1.00,2,1,4,4,4,4,4,4,4,4,4,4,0
120beb4523541f769a2b658cbc41dd57w7im7                           ,2.00,4.00,4.00,4.00,4.00,4.00,4,2,1,1,1,1,1,1,1,1,1,1,1,1,0.0000199475065606327,0.0000099737532803163,0.0000049868766401582,0.0000049868766401582,0.0000049868766401582,0.0000049868766401582,0.0000049868766401582,0.50,0.50,1.00,1.00,1.00,1.00,1.00,1.00,2,2,4,4,4,4,4,4,4,4,4,4,0
05c6b93bf8f083b2d0a03ffc0fc3524ba8fi5                           ,4.00,4.00,4.00,4.00,4.00,2.00,4,1,1,1,1,1,2,1,1,1,1,1,1,1,0.0000007286673058499,0.0000001821668264625,0.0000001821668264625,0.0000001821668264625,0.0000001821668264625,0.0000001821668264625,0.0000003643336529250,1.00,2.00,1.00,2.00,1.00,2.00,1.00,2.00,4,4,4,4,4,4,4,4,4,4,3,1,0
d7eefaad31febe607c252199a7672420kl1el                           ,5.35,139.00,6.62,23.17,3.76,3.56,139,26,1,21,6,37,39,1,1,1,1,1,1,1,0.0000025509021365417,0.0000004771471622308,0.0000000183518139320,0.0000003853880925710,0.0000001101108835917,0.0000006790171154823,0.0000007157207433462,1.42,1.50,37.00,39.00,1.76,1.86,6.17,6.50,18,1,139,139,93,1,74,1,74,1,49,1,1
a58ace8b671a7531c88814bc86b2a34cf0crb                           ,141.58,85090.00,58.48,1350.63,3.64,4.92,85090,601,1,1455,63,23395,17284,10,9,1,8,6,10,7,0.0015349872773544183,0.0000108417834491715,0.0000000180395731267,0.0000262475788994086,0.0000011364931069847,0.0004220358133001130,0.0003117959819225968,38.93,28.76,23395.00,17284.00,16.08,11.88,371.35,274.35,7306,1,85090,85090,12803,1,25125,1,3540,1,45304,1,0
c4709885ecca7b90dea4beb5dabd68aegk2pz                           ,3.50,7.00,2.33,3.50,3.50,3.50,7,2,1,3,2,2,2,1,1,1,1,1,1,1,0.0000082814445827629,0.0000023661270236465,0.0000011830635118233,0.0000035491905354698,0.0000023661270236465,0.0000023661270236465,0.0000023661270236465,1.00,1.00,2.00,2.00,0.67,0.67,1.00,1.00,6,1,7,7,5,1,6,1,6,1,6,1,0
42c407eb70ddacdcd59d63f22caaafc4fa0p2                           ,5.18,145.00,2.64,14.50,3.37,4.26,145,28,1,55,10,43,34,1,1,1,1,1,1,1,0.0000027029148312019,0.0000005219421743011,0.0000000186407919393,0.0000010252435566628,0.0000001864079193932,0.0000008015540533909,0.0000006337869259370,1.54,1.21,43.00,34.00,0.78,0.62,4.30,3.40,59,1,145,145,11,1,109,1,88,1,71,1,1
b6a7b5bba132a90e7c7cb350d2bfa52d7sion                           ,3.75,105.00,3.62,35.00,3.18,3.75,105,28,1,29,3,33,28,1,1,1,1,1,1,1,0.0000019407936338066,0.0000005175449690151,0.0000000184837488934,0.0000005360287179085,0.0000000554512466802,0.0000006099637134821,0.0000005175449690151,1.18,1.00,33.00,28.00,1.14,0.97,11.00,9.33,7,1,105,105,52,1,103,1,9,1,69,1,0
b4210edd4ec9bf872c7108fdb3c6aae9cjwz7                           ,4.17,25.00,1.39,12.50,3.13,2.08,25,6,1,18,2,8,12,1,1,1,1,1,1,1,0.0000005546927002441,0.0000001331262480586,0.0000000221877080098,0.0000003993787441757,0.0000000443754160195,0.0000001775016640781,0.0000002662524961172,1.33,2.00,8.00,12.00,0.44,0.67,4.00,6.00,11,1,25,25,3,1,24,1,17,1,9,1,0
52d8066e28f168e5bee769559ead307e1go7e                           ,12.30,2201.00,7.41,43.16,3.02,3.66,2201,179,1,297,51,729,601,4,3,1,3,2,3,3,0.0000397530347823343,0.0000032329819291403,0.0000000180613515594,0.0000053642214131546,0.0000009211289295316,0.0000131667252868340,0.0000108548722872253,4.07,3.36,729.00,601.00,2.45,2.02,14.29,11.78,86,1,2201,2201,178,1,877,1,507,1,223,1,1
baff2ce04381eb1bc4747d557bf52208vqmby                           ,3.00,6.00,3.00,3.00,3.00,6.00,6,2,1,2,2,2,1,1,1,1,1,1,1,1,0.0000002868285318912,0.0000000956095106304,0.0000000478047553152,0.0000000956095106304,0.0000000956095106304,0.0000000956095106304,0.0000000478047553152,1.00,0.50,2.00,1.00,1.00,0.50,1.00,0.50,4,2,6,6,4,2,4,2,4,2,6,6,0
c89ad997f646e388fe375d7fe33a3727dzrh0                           ,3.00,3.00,3.00,3.00,3.00,3.00,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0002111111113456790,0.0000703703704485597,0.0000703703704485597,0.0000703703704485597,0.0000703703704485597,0.0000703703704485597,0.0000703703704485597,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,3,3,3,3,3,3,3,3,3,3,0
7ce3afe39ece9d672e9adcf3dcf2aa44a8r22                           ,1.50,6.00,3.00,3.00,3.00,1.00,6,4,1,2,2,2,6,1,1,1,1,1,1,1,0.0000115618661262297,0.0000077079107508198,0.0000019269776877049,0.0000038539553754099,0.0000038539553754099,0.0000038539553754099,0.0000115618661262297,0.50,1.50,2.00,6.00,1.00,3.00,1.00,3.00,3,1,6,6,5,1,5,1,5,1,1,1,0
9375e98d0810ce9119ccf45300249636zfpd9                           ,1.00,3.00,3.00,3.00,3.00,1.00,3,3,1,1,1,1,3,1,1,1,1,1,1,1,0.0000029366306029788,0.0000029366306029788,0.0000009788768676596,0.0000009788768676596,0.0000009788768676596,0.0000009788768676596,0.0000029366306029788,0.33,1.00,1.00,3.00,1.00,3.00,1.00,3.00,1,1,3,3,3,3,3,3,3,3,1,1,0
d1200a75b6c05584f4f902e74d3dead76cj15                           ,1.00,3.00,3.00,3.00,3.00,1.00,3,3,1,1,1,1,3,1,1,1,1,1,1,1,0.0000863636363767218,0.0000863636363767218,0.0000287878787922406,0.0000287878787922406,0.0000287878787922406,0.0000287878787922406,0.0000863636363767218,0.33,1.00,1.00,3.00,1.00,3.00,1.00,3.00,1,1,3,3,3,3,3,3,3,3,1,1,0
0870fb7e5701f3ba56762b03e157afdc1yw7u                           ,11.00,220.00,4.07,18.33,2.93,2.02,220,20,1,54,12,75,109,2,1,1,2,2,1,2,0.0000044415164909937,0.0000004037742264540,0.0000000201887113227,0.0000010901904114257,0.0000002422645358724,0.0000015141533492024,0.0000022005695341742,3.75,5.45,75.00,109.00,1.39,2.02,6.25,9.08,181,1,220,220,59,1,84,1,19,1,46,1,0
6c8ffec692e88d81e1b18d47818abb04v6llr                           ,50.88,37858.00,31.24,305.31,2.87,5.73,37858,744,1,1212,124,13198,6607,7,6,1,5,5,7,5,0.0006829421594321726,0.0000134214424062955,0.0000000180395731267,0.0000218639626296105,0.0000022369070677159,0.0002380862861267318,0.0001191874596483799,17.74,8.88,13198.00,6607.00,10.89,5.45,106.44,53.28,2967,1,37858,37858,8453,1,5641,1,799,1,21490,1,0
a22fdc066a738070c6e4860924d06657hengu                           ,17.99,1403.00,6.95,127.55,2.77,27.51,1403,78,1,202,11,506,51,2,2,1,2,2,2,2,0.0000253914882267798,0.0000014116436790369,0.0000000180979958851,0.0000036557951687880,0.0000001990779547360,0.0000091575859178550,0.0000009229977901395,6.49,0.65,506.00,51.00,2.50,0.25,46.00,4.64,686,1,1403,1403,279,1,1267,1,36,1,619,1,0
0eeffc5039b27a4dc2e420eca75b1fa55rv5q                           ,2.33,21.00,1.50,21.00,2.63,2.63,21,9,1,14,1,8,8,1,1,1,1,1,1,1,0.0000004386784673747,0.0000001880050574463,0.0000000208894508274,0.0000002924523115831,0.0000000208894508274,0.0000001671156066189,0.0000001671156066189,0.89,0.89,8.00,8.00,0.57,0.57,8.00,8.00,7,1,21,21,4,1,21,21,12,1,7,1,0
dd055846eb553ab8e953b084f2048d53bdqec                           ,66.47,22267.00,114.19,412.35,2.60,134.95,22267,335,1,195,54,8572,165,5,4,1,4,4,5,3,0.0004017215021603387,0.0000060437734415823,0.0000000180411147510,0.0000035180173764434,0.0000009742201965536,0.0001546484356455034,0.0000029767839339137,25.59,0.49,8572.00,165.00,43.96,0.85,158.74,3.06,1185,1,22267,22267,2888,1,3977,1,365,1,21147,1,0
d5337c2d4b58426b30c8733313eb5247syn5p                           ,1.43,10.00,2.50,3.33,2.50,2.00,10,7,1,4,3,4,5,1,1,1,1,1,1,1,0.0000001910066048074,0.0000001337046233652,0.0000000191006604807,0.0000000764026419230,0.0000000573019814422,0.0000000764026419230,0.0000000955033024037,0.57,0.71,4.00,5.00,1.00,1.25,1.33,1.67,2,1,10,10,7,1,7,1,7,1,6,1,0
81c9c749b2c9f97215f3ddaf8b5a5fe1k757u                           ,1.90,19.00,2.38,6.33,2.38,9.50,19,10,1,8,3,8,2,1,1,1,1,1,1,1,0.0000003846604652147,0.0000002024528764288,0.0000000202452876429,0.0000001619623011430,0.0000000607358629286,0.0000001619623011430,0.0000000404905752858,0.80,0.20,8.00,2.00,1.00,0.25,2.67,0.67,3,1,19,19,8,1,17,1,6,1,18,1,0
054b51d059fe981ca8cc4e0d4c49aabb5mck7                           ,3.99,646.00,3.71,28.09,2.37,2.48,646,162,1,174,23,273,261,2,2,1,2,1,2,2,0.0000117430946891010,0.0000029448627548520,0.0000000181781651534,0.0000031630007366929,0.0000004180977985284,0.0000049626390868802,0.0000047445011050393,1.69,1.61,273.00,261.00,1.57,1.50,11.87,11.35,40,1,646,646,54,1,445,1,41,1,247,1,0
ba6811273d4f63d9a31937b71b0a22dforovn                           ,4.41,75.00,2.42,37.50,2.34,1.01,75,17,1,31,2,32,74,1,1,1,1,1,1,1,0.0000013923221980143,0.0000003155930315499,0.0000000185642959735,0.0000005754931751792,0.0000000371285919470,0.0000005940574711528,0.0000013737579020408,1.88,4.35,32.00,74.00,1.03,2.39,16.00,37.00,19,1,75,75,17,1,55,20,7,1,2,1,0
af9c96944265cf541b3fe734a057821a825l7                           ,9.15,1125.00,5.41,19.07,2.33,1.36,1125,123,1,208,59,482,825,2,2,1,2,2,2,2,0.0000203091745211407,0.0000022204697476447,0.0000000180525995743,0.0000037549407114642,0.0000010651033748865,0.0000087013529948354,0.0000148933946488365,3.92,6.71,482.00,825.00,2.32,3.97,8.17,13.98,301,1,1125,1125,441,1,443,1,52,1,294,1,1
e59ca537cb8df3053bdd555bc987b4a7c7m4e                           ,2.33,7.00,3.50,3.50,2.33,3.50,7,3,1,2,2,3,2,1,1,1,1,1,1,1,0.0000001577118734511,0.0000000675908029076,0.0000000225302676359,0.0000000450605352717,0.0000000450605352717,0.0000000675908029076,0.0000000450605352717,1.00,0.67,3.00,2.00,1.50,1.00,1.50,1.00,5,1,7,7,6,1,6,1,5,1,5,2,0
3714da7069a5205137cacf89ab3a136ffx2u2                           ,13.02,1536.00,6.10,34.91,2.33,2.97,1536,118,1,252,44,660,518,2,2,1,2,2,2,2,0.0000277459285245767,0.0000021315231548828,0.0000000180637555499,0.0000045520663985634,0.0000007948052441936,0.0000119220786629041,0.0000093570253748247,5.59,4.39,660.00,518.00,2.62,2.06,15.00,11.77,103,1,1536,1536,123,1,468,1,262,1,168,1,1
6e848149cabc4434155aacb610fb20de6vq5b                           ,3.37,546.00,5.75,12.70,2.31,1.38,546,162,1,95,43,236,397,1,1,1,1,1,1,1,0.0000099345929536615,0.0000029476264807567,0.0000000181952251899,0.0000017285463930363,0.0000007823946831638,0.0000042940731448061,0.0000072235044003729,1.46,2.45,236.00,397.00,2.48,4.18,5.49,9.23,45,1,546,546,40,1,74,1,20,1,23,1,1
f2ea6d89dd9897f0d6edb6f24c446f01ra6yk                           ,2.85,111.00,3.70,55.50,2.31,11.10,111,39,1,30,2,48,10,1,1,1,1,1,1,1,0.0000020608583489673,0.0000007240853658534,0.0000000185662914321,0.0000005569887429641,0.0000000371325828643,0.0000008911819887426,0.0000001856629143214,1.23,0.26,48.00,10.00,1.60,0.33,24.00,5.00,10,1,111,111,41,1,109,2,7,1,100,1,0
c48fd9c589f273945bad5f0cea5993ba2fet4                           ,2.66,170.00,42.50,9.44,2.30,15.45,170,64,1,4,18,74,11,1,1,1,1,1,1,1,0.0000050914249684758,0.0000019167717528379,0.0000000299495586381,0.0000001197982345524,0.0000005390920554857,0.0000022162673392189,0.0000003294451450190,1.16,0.17,74.00,11.00,18.50,2.75,4.11,0.61,21,1,170,170,102,1,46,1,11,1,118,1,0
458c8c4e10e5c1b29e3fbe5ee56d46e8y3fb3                           ,7.66,452.00,4.61,18.83,2.27,1.34,452,59,1,98,24,199,338,2,1,1,1,1,2,1,0.0000081545838674484,0.0000010644257703085,0.0000000180411147510,0.0000017680292455972,0.0000004329867540238,0.0000035901818354474,0.0000060978967858353,3.37,5.73,199.00,338.00,2.03,3.45,8.29,14.08,343,1,452,452,86,1,164,1,29,1,30,1,1
f3ad2931359bca59c36ce55ba82f9af8enbi8                           ,1.29,18.00,2.25,18.00,2.25,1.80,18,14,1,8,1,8,10,1,1,1,1,1,1,1,0.0000003290391479618,0.0000002559193373036,0.0000000182799526645,0.0000001462396213164,0.0000000182799526645,0.0000001462396213164,0.0000001827995266455,0.57,0.71,8.00,10.00,1.00,1.25,8.00,10.00,2,1,18,18,7,1,18,18,6,1,7,1,0
dfa45994c8471762d04deb23c6450598byp8y                           ,6.50,26.00,2.89,26.00,2.17,3.71,26,4,1,9,1,12,7,1,1,1,1,1,1,1,0.0000004990453484732,0.0000000767762074574,0.0000000191940518644,0.0000001727464667792,0.0000000191940518644,0.0000002303286223722,0.0000001343583630505,3.00,1.75,12.00,7.00,1.33,0.78,12.00,7.00,17,1,26,26,18,1,26,26,10,1,20,1,0
037d9f10da403d8d5f94b6e2957a3702f6x07                           ,12.53,5389.00,9.47,141.82,2.16,1.86,5389,430,1,569,38,2497,2890,3,3,1,3,3,3,3,0.0000972300300072077,0.0000077581950089255,0.0000000180423139742,0.0000102660766513456,0.0000006856079310213,0.0000450516579936904,0.0000521422873855688,5.81,6.72,2497.00,2890.00,4.39,5.08,65.71,76.05,1035,1,5389,5389,394,1,1515,1,605,1,1067,1,0
9744d8ea513490911a671959c4a530d81fj5e                           ,2.23,127.00,2.65,14.11,2.15,2.65,127,57,1,48,9,59,48,1,1,1,1,1,1,1,0.0000023027226140172,0.0000010335054251888,0.0000000181316741261,0.0000008703203580538,0.0000001631850671351,0.0000010697687734411,0.0000008703203580538,1.04,0.84,59.00,48.00,1.23,1.00,6.56,5.33,14,1,127,127,41,1,72,1,10,1,51,1,0
673650167f432c009e9dcd062cd4e9fc2szln                           ,1.70,17.00,2.43,8.50,2.13,4.25,17,10,1,7,2,8,4,1,1,1,1,1,1,1,0.0000003698275664663,0.0000002175456273331,0.0000000217545627333,0.0000001522819391332,0.0000000435091254666,0.0000001740365018665,0.0000000870182509333,0.80,0.40,8.00,4.00,1.14,0.57,4.00,2.00,5,1,17,17,9,1,10,7,5,1,13,1,0
2f9ea407ba48ae05f98fdf634995d936xefau                           ,13.85,845.00,3.31,22.24,2.08,1.68,845,61,1,255,38,406,502,3,2,1,3,2,3,3,0.0000153005308250358,0.0000011045353613339,0.0000000181071370710,0.0000046173199531173,0.0000006880712086998,0.0000073514976508456,0.0000090897828096663,6.66,8.23,406.00,502.00,1.59,1.97,10.68,13.21,353,1,845,845,141,1,293,1,49,1,289,1,0
a4e83190edb97fefdc4a6cbfd00f41fbm7c4o                           ,12.40,3795.00,13.32,74.41,2.04,9.58,3795,306,1,285,51,1857,396,4,4,1,4,3,4,2,0.0000684861897343675,0.0000055222066030873,0.0000000180464268075,0.0000051432316401304,0.0000009203677671812,0.0000335122145814810,0.0000071463850157601,6.07,1.29,1857.00,396.00,6.52,1.39,36.41,7.76,505,1,3795,3795,1257,1,1540,1,285,1,3377,1,1
6086425310e05e77a53317490e8c1f3cxzf2r                           ,13.18,145.00,1.91,20.71,2.04,2.01,145,11,1,76,7,71,72,2,2,1,2,1,2,2,0.0000026616557334263,0.0000002019187108117,0.0000000183562464374,0.0000013950747292442,0.0000001284937250620,0.0000013032934970570,0.0000013216497434945,6.45,6.55,71.00,72.00,0.93,0.95,10.14,10.29,43,1,145,145,10,1,136,1,29,1,59,1,0
c2e1242ad5ea781923a08987d55365c69fii7                           ,12.61,9282.00,13.00,109.20,2.02,3.43,9282,736,1,714,85,4585,2710,3,3,1,3,3,3,3,0.0001674910251297643,0.0000132809086937628,0.0000000180447128991,0.0000128839250099819,0.0000015338005964264,0.0000827350086425306,0.0000489011719566539,6.23,3.68,4585.00,2710.00,6.42,3.80,53.94,31.88,509,1,9282,9282,1721,1,1922,1,249,1,4328,1,1
dcd54d7afa6820e3f00e1c9e83aecc7b4f3lw                           ,2.71,95.00,2.21,7.92,2.02,1.98,95,35,1,43,12,47,48,1,1,1,1,1,1,1,0.0000018311488049345,0.0000006746337702390,0.0000000192752505783,0.0000008288357748651,0.0000002313030069391,0.0000009059367771781,0.0000009252120277564,1.34,1.37,47.00,48.00,1.09,1.12,3.92,4.00,11,1,95,95,12,1,76,1,6,1,28,1,0
3694aa599f836a57b671ee0814b071775i1nf                           ,5.24,624.00,3.55,17.33,2.01,2.25,624,119,1,176,36,311,277,2,2,1,1,1,2,2,0.0000113030545704304,0.0000021555504709635,0.0000000181138695039,0.0000031880410326855,0.0000006520993021402,0.0000056334134157113,0.0000050175418525789,2.61,2.33,311.00,277.00,1.77,1.57,8.64,7.69,88,1,624,624,206,1,326,1,58,1,343,1,0
75339aea3f29d7d9a8d67ed3fe1c89c3owsq5                           ,46.61,9508.00,16.20,237.70,2.00,4.86,9508,204,1,587,40,4752,1957,3,3,1,3,3,3,3,0.0001715577249977655,0.0000036808767248153,0.0000000180435133569,0.0000105915423405225,0.0000007217405342775,0.0000857427754721689,0.0000353111556395275,23.29,9.59,4752.00,1957.00,8.10,3.33,118.80,48.93,1211,1,9508,9508,3458,1,4282,1,231,1,6540,1,0
6ecd9f4b332eb790dc933aea0a1528e2qkp4y                           ,1.33,4.00,4.00,4.00,2.00,4.00,4,3,1,1,1,2,1,1,1,1,1,1,1,1,0.0000002232470698816,0.0000001674353024112,0.0000000558117674704,0.0000000558117674704,0.0000000558117674704,0.0000001116235349408,0.0000000558117674704,0.67,0.33,2.00,1.00,2.00,1.00,2.00,1.00,2,1,4,4,4,4,4,4,3,1,4,4,0
36e2e2f32a3872d3e958c0a58ee79bd129xdy                           ,1.33,4.00,2.00,2.00,2.00,2.00,4,3,1,2,2,2,2,1,1,1,1,1,1,1,0.0000003076798510203,0.0000002307598882652,0.0000000769199627551,0.0000001538399255101,0.0000001538399255101,0.0000001538399255101,0.0000001538399255101,0.67,0.67,2.00,2.00,1.00,1.00,1.00,1.00,2,1,4,4,3,1,3,1,3,1,3,1,0
23f9a0e1492c4abf375823266ddbe36bzukj3                           ,1.00,2.00,2.00,2.00,2.00,2.00,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0.0009499999810000004,0.0009499999810000004,0.0004749999905000002,0.0004749999905000002,0.0004749999905000002,0.0004749999905000002,0.0004749999905000002,0.50,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1,1,2,2,2,2,2,2,2,2,2,2,0
